Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
130.7187500000,131.2187500000,0.0445257698,0.0656699166,0.0212346936,0.0060291185,0.0845189902,0.0969239876,,,
130.8183593750,131.3183593750,0.0222236112,0.0708777916,0.0171303925,0.0077642353,0.0749188559,0.0978260370,,,
130.9179687500,131.4179687500,0.0212812379,0.0660343728,0.0139492416,0.0117188590,0.0613383470,0.0883101743,,,
131.0175781250,131.5175781250,0.0356402771,0.0525865723,0.0102111461,0.0168460964,0.0448061806,0.0769169944,,,
131.1171875000,131.6171875000,0.0481136465,0.0352521124,0.0060415005,0.0215636290,0.0296143182,0.0865467026,,,
131.2167968750,131.7167968750,0.0575161114,0.0204486768,0.0037731498,0.0230479010,0.0200477593,0.1148192786,,,
131.3164062500,131.8164062500,0.0604592439,0.0119481035,0.0040524131,0.0201619742,0.0210439830,0.1377169715,,,
131.4160156250,131.9160156250,0.0554231666,0.0105534115,0.0058110020,0.0143856462,0.0424047258,0.1373475350,,,
131.5156250000,132.0156250000,0.0674377865,0.0174288857,0.0077281620,0.0078182975,0.0864559620,0.1203851254,,,
131.6152343750,132.1152343750,0.1451363955,0.0341114477,0.0087414834,0.0030274127,0.1450395811,0.1098829977,,,
131.7148437500,132.2148437500,0.2984520197,0.0581140720,0.0086931986,0.0020877835,0.2081267473,0.1112605727,,,
131.8144531250,132.3144531250,0.4626281992,0.0812562339,0.0080036469,0.0042518347,0.2592297697,0.1162831262,,,
131.9140625000,132.4140625000,0.5837985923,0.0938324971,0.0066748287,0.0069256280,0.2836288838,0.1186125059,,,
132.0136718750,132.5136718750,0.6436030982,0.0916096226,0.0047821390,0.0088901629,0.2747662432,0.1189074191,,,
132.1132812500,132.6132812500,0.6340771103,0.0759142899,0.0036530419,0.0104050241,0.2390549438,0.1170963476,,,
132.2128906250,132.7128906250,0.5727770575,0.0524486914,0.0046802629,0.0115418853,0.1826463505,0.1247671921,,,
132.3125000000,132.8125000000,0.5241887451,0.0299853089,0.0072789071,0.0116058495,0.1185052903,0.1611465306,,,
132.4121093750,132.9121093750,0.5295562868,0.0164607204,0.0095846184,0.0107229273,0.0667359838,0.2340525418,,,
132.5117187500,133.0117187500,0.5651450952,0.0132626379,0.0109961107,0.0093996113,0.0371500049,0.3155638151,,,
